I0716 13:09:25.398794 138795964425728 run.py:722] (val) algo binary_search step 6850: {'return': 0.87890625, 'score': 0.87890625, 'examples_seen': 526449, 'step': 6850, 'algorithm': 'binary_search'}
I0716 13:09:27.522236 138795964425728 run.py:722] (val) algo binary_search step 6900: {'return': 0.932861328125, 'score': 0.932861328125, 'examples_seen': 530272, 'step': 6900, 'algorithm': 'binary_search'}
I0716 13:09:29.677385 138795964425728 run.py:722] (val) algo binary_search step 6950: {'return': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 534159, 'step': 6950, 'algorithm': 'binary_search'}
I0716 13:09:31.814020 138795964425728 run.py:722] (val) algo binary_search step 7000: {'return': 0.80029296875, 'score': 0.80029296875, 'examples_seen': 538025, 'step': 7000, 'algorithm': 'binary_search'}
I0716 13:09:33.940485 138795964425728 run.py:722] (val) algo binary_search step 7050: {'return': 0.801025390625, 'score': 0.801025390625, 'examples_seen': 541866, 'step': 7050, 'algorithm': 'binary_search'}
I0716 13:09:36.081324 138795964425728 run.py:722] (val) algo binary_search step 7100: {'return': 0.921875, 'score': 0.921875, 'examples_seen': 545706, 'step': 7100, 'algorithm': 'binary_search'}
I0716 13:09:38.208635 138795964425728 run.py:722] (val) algo binary_search step 7150: {'return': 0.858154296875, 'score': 0.858154296875, 'examples_seen': 549512, 'step': 7150, 'algorithm': 'binary_search'}
I0716 13:09:40.346743 138795964425728 run.py:722] (val) algo binary_search step 7200: {'return': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 553331, 'step': 7200, 'algorithm': 'binary_search'}
I0716 13:09:42.490711 138795964425728 run.py:722] (val) algo binary_search step 7250: {'return': 0.921875, 'score': 0.921875, 'examples_seen': 557148, 'step': 7250, 'algorithm': 'binary_search'}
I0716 13:09:44.631813 138795964425728 run.py:722] (val) algo binary_search step 7300: {'return': 0.84912109375, 'score': 0.84912109375, 'examples_seen': 561032, 'step': 7300, 'algorithm': 'binary_search'}
I0716 13:09:46.752664 138795964425728 run.py:722] (val) algo binary_search step 7350: {'return': 0.912353515625, 'score': 0.912353515625, 'examples_seen': 564894, 'step': 7350, 'algorithm': 'binary_search'}
I0716 13:09:48.919722 138795964425728 run.py:722] (val) algo binary_search step 7400: {'return': 0.762939453125, 'score': 0.762939453125, 'examples_seen': 568722, 'step': 7400, 'algorithm': 'binary_search'}
I0716 13:09:51.047007 138795964425728 run.py:722] (val) algo binary_search step 7450: {'return': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 572558, 'step': 7450, 'algorithm': 'binary_search'}
I0716 13:09:53.176268 138795964425728 run.py:722] (val) algo binary_search step 7500: {'return': 0.903564453125, 'score': 0.903564453125, 'examples_seen': 576384, 'step': 7500, 'algorithm': 'binary_search'}
I0716 13:09:55.325927 138795964425728 run.py:722] (val) algo binary_search step 7550: {'return': 0.907470703125, 'score': 0.907470703125, 'examples_seen': 580185, 'step': 7550, 'algorithm': 'binary_search'}
I0716 13:09:57.469158 138795964425728 run.py:722] (val) algo binary_search step 7600: {'return': 0.93505859375, 'score': 0.93505859375, 'examples_seen': 583995, 'step': 7600, 'algorithm': 'binary_search'}
I0716 13:09:59.627398 138795964425728 run.py:722] (val) algo binary_search step 7650: {'return': 0.82763671875, 'score': 0.82763671875, 'examples_seen': 587866, 'step': 7650, 'algorithm': 'binary_search'}
I0716 13:10:01.766212 138795964425728 run.py:722] (val) algo binary_search step 7700: {'return': 0.912841796875, 'score': 0.912841796875, 'examples_seen': 591746, 'step': 7700, 'algorithm': 'binary_search'}
I0716 13:10:03.886489 138795964425728 run.py:722] (val) algo binary_search step 7750: {'return': 0.89501953125, 'score': 0.89501953125, 'examples_seen': 595568, 'step': 7750, 'algorithm': 'binary_search'}
I0716 13:10:06.035399 138795964425728 run.py:722] (val) algo binary_search step 7800: {'return': 0.946533203125, 'score': 0.946533203125, 'examples_seen': 599418, 'step': 7800, 'algorithm': 'binary_search'}
I0716 13:10:08.221451 138795964425728 run.py:722] (val) algo binary_search step 7850: {'return': 0.88134765625, 'score': 0.88134765625, 'examples_seen': 603243, 'step': 7850, 'algorithm': 'binary_search'}
I0716 13:10:10.320614 138795964425728 run.py:722] (val) algo binary_search step 7900: {'return': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 607043, 'step': 7900, 'algorithm': 'binary_search'}
I0716 13:10:12.440184 138795964425728 run.py:722] (val) algo binary_search step 7950: {'return': 0.889892578125, 'score': 0.889892578125, 'examples_seen': 610867, 'step': 7950, 'algorithm': 'binary_search'}
I0716 13:10:14.581801 138795964425728 run.py:722] (val) algo binary_search step 8000: {'return': 0.885009765625, 'score': 0.885009765625, 'examples_seen': 614754, 'step': 8000, 'algorithm': 'binary_search'}
I0716 13:10:16.734471 138795964425728 run.py:722] (val) algo binary_search step 8050: {'return': 0.905517578125, 'score': 0.905517578125, 'examples_seen': 618627, 'step': 8050, 'algorithm': 'binary_search'}
I0716 13:10:18.867255 138795964425728 run.py:722] (val) algo binary_search step 8100: {'return': 0.885986328125, 'score': 0.885986328125, 'examples_seen': 622460, 'step': 8100, 'algorithm': 'binary_search'}
I0716 13:10:21.005689 138795964425728 run.py:722] (val) algo binary_search step 8150: {'return': 0.932373046875, 'score': 0.932373046875, 'examples_seen': 626309, 'step': 8150, 'algorithm': 'binary_search'}
I0716 13:10:23.155912 138795964425728 run.py:722] (val) algo binary_search step 8200: {'return': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 630124, 'step': 8200, 'algorithm': 'binary_search'}
I0716 13:10:25.283064 138795964425728 run.py:722] (val) algo binary_search step 8250: {'return': 0.919921875, 'score': 0.919921875, 'examples_seen': 633931, 'step': 8250, 'algorithm': 'binary_search'}
I0716 13:10:27.434166 138795964425728 run.py:722] (val) algo binary_search step 8300: {'return': 0.931884765625, 'score': 0.931884765625, 'examples_seen': 637770, 'step': 8300, 'algorithm': 'binary_search'}
I0716 13:10:29.599910 138795964425728 run.py:722] (val) algo binary_search step 8350: {'return': 0.90478515625, 'score': 0.90478515625, 'examples_seen': 641653, 'step': 8350, 'algorithm': 'binary_search'}
I0716 13:10:31.732158 138795964425728 run.py:722] (val) algo binary_search step 8400: {'return': 0.92724609375, 'score': 0.92724609375, 'examples_seen': 645535, 'step': 8400, 'algorithm': 'binary_search'}
I0716 13:10:33.849372 138795964425728 run.py:722] (val) algo binary_search step 8450: {'return': 0.893310546875, 'score': 0.893310546875, 'examples_seen': 649367, 'step': 8450, 'algorithm': 'binary_search'}
I0716 13:10:35.990032 138795964425728 run.py:722] (val) algo binary_search step 8500: {'return': 0.929931640625, 'score': 0.929931640625, 'examples_seen': 653214, 'step': 8500, 'algorithm': 'binary_search'}
I0716 13:10:38.114097 138795964425728 run.py:722] (val) algo binary_search step 8550: {'return': 0.909912109375, 'score': 0.909912109375, 'examples_seen': 657034, 'step': 8550, 'algorithm': 'binary_search'}
I0716 13:10:40.237102 138795964425728 run.py:722] (val) algo binary_search step 8600: {'return': 0.816162109375, 'score': 0.816162109375, 'examples_seen': 660842, 'step': 8600, 'algorithm': 'binary_search'}
I0716 13:10:42.368887 138795964425728 run.py:722] (val) algo binary_search step 8650: {'return': 0.901123046875, 'score': 0.901123046875, 'examples_seen': 664664, 'step': 8650, 'algorithm': 'binary_search'}
I0716 13:10:44.517981 138795964425728 run.py:722] (val) algo binary_search step 8700: {'return': 0.910400390625, 'score': 0.910400390625, 'examples_seen': 668540, 'step': 8700, 'algorithm': 'binary_search'}
I0716 13:10:46.653733 138795964425728 run.py:722] (val) algo binary_search step 8750: {'return': 0.891357421875, 'score': 0.891357421875, 'examples_seen': 672406, 'step': 8750, 'algorithm': 'binary_search'}
I0716 13:10:48.798264 138795964425728 run.py:722] (val) algo binary_search step 8800: {'return': 0.90185546875, 'score': 0.90185546875, 'examples_seen': 676244, 'step': 8800, 'algorithm': 'binary_search'}
I0716 13:10:50.965044 138795964425728 run.py:722] (val) algo binary_search step 8850: {'return': 0.915771484375, 'score': 0.915771484375, 'examples_seen': 680084, 'step': 8850, 'algorithm': 'binary_search'}
I0716 13:10:53.139186 138795964425728 run.py:722] (val) algo binary_search step 8900: {'return': 0.921875, 'score': 0.921875, 'examples_seen': 683907, 'step': 8900, 'algorithm': 'binary_search'}
I0716 13:10:55.276982 138795964425728 run.py:722] (val) algo binary_search step 8950: {'return': 0.856689453125, 'score': 0.856689453125, 'examples_seen': 687706, 'step': 8950, 'algorithm': 'binary_search'}
I0716 13:10:57.436130 138795964425728 run.py:722] (val) algo binary_search step 9000: {'return': 0.924072265625, 'score': 0.924072265625, 'examples_seen': 691529, 'step': 9000, 'algorithm': 'binary_search'}
I0716 13:10:59.594364 138795964425728 run.py:722] (val) algo binary_search step 9050: {'return': 0.922119140625, 'score': 0.922119140625, 'examples_seen': 695422, 'step': 9050, 'algorithm': 'binary_search'}
I0716 13:11:01.723769 138795964425728 run.py:722] (val) algo binary_search step 9100: {'return': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 699300, 'step': 9100, 'algorithm': 'binary_search'}
I0716 13:11:04.109351 138795964425728 run.py:722] (val) algo binary_search step 9150: {'return': 0.816650390625, 'score': 0.816650390625, 'examples_seen': 703148, 'step': 9150, 'algorithm': 'binary_search'}
I0716 13:11:06.230025 138795964425728 run.py:722] (val) algo binary_search step 9200: {'return': 0.750244140625, 'score': 0.750244140625, 'examples_seen': 706976, 'step': 9200, 'algorithm': 'binary_search'}
I0716 13:11:08.378452 138795964425728 run.py:722] (val) algo binary_search step 9250: {'return': 0.926513671875, 'score': 0.926513671875, 'examples_seen': 710797, 'step': 9250, 'algorithm': 'binary_search'}
I0716 13:11:10.535555 138795964425728 run.py:722] (val) algo binary_search step 9300: {'return': 0.9130859375, 'score': 0.9130859375, 'examples_seen': 714614, 'step': 9300, 'algorithm': 'binary_search'}
I0716 13:11:12.687344 138795964425728 run.py:722] (val) algo binary_search step 9350: {'return': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 718432, 'step': 9350, 'algorithm': 'binary_search'}
I0716 13:11:14.826485 138795964425728 run.py:722] (val) algo binary_search step 9400: {'return': 0.853759765625, 'score': 0.853759765625, 'examples_seen': 722305, 'step': 9400, 'algorithm': 'binary_search'}
I0716 13:11:16.959982 138795964425728 run.py:722] (val) algo binary_search step 9450: {'return': 0.933349609375, 'score': 0.933349609375, 'examples_seen': 726188, 'step': 9450, 'algorithm': 'binary_search'}
I0716 13:11:19.099237 138795964425728 run.py:722] (val) algo binary_search step 9500: {'return': 0.888427734375, 'score': 0.888427734375, 'examples_seen': 730035, 'step': 9500, 'algorithm': 'binary_search'}
I0716 13:11:21.206278 138795964425728 run.py:722] (val) algo binary_search step 9550: {'return': 0.935546875, 'score': 0.935546875, 'examples_seen': 733888, 'step': 9550, 'algorithm': 'binary_search'}
I0716 13:11:23.326712 138795964425728 run.py:722] (val) algo binary_search step 9600: {'return': 0.893310546875, 'score': 0.893310546875, 'examples_seen': 737704, 'step': 9600, 'algorithm': 'binary_search'}
I0716 13:11:25.442873 138795964425728 run.py:722] (val) algo binary_search step 9650: {'return': 0.852294921875, 'score': 0.852294921875, 'examples_seen': 741526, 'step': 9650, 'algorithm': 'binary_search'}
I0716 13:11:27.609607 138795964425728 run.py:722] (val) algo binary_search step 9700: {'return': 0.90771484375, 'score': 0.90771484375, 'examples_seen': 745347, 'step': 9700, 'algorithm': 'binary_search'}
I0716 13:11:29.739890 138795964425728 run.py:722] (val) algo binary_search step 9750: {'return': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 749232, 'step': 9750, 'algorithm': 'binary_search'}
I0716 13:11:31.889163 138795964425728 run.py:722] (val) algo binary_search step 9800: {'return': 0.876953125, 'score': 0.876953125, 'examples_seen': 753094, 'step': 9800, 'algorithm': 'binary_search'}
I0716 13:11:34.019834 138795964425728 run.py:722] (val) algo binary_search step 9850: {'return': 0.88427734375, 'score': 0.88427734375, 'examples_seen': 756931, 'step': 9850, 'algorithm': 'binary_search'}
I0716 13:11:36.147565 138795964425728 run.py:722] (val) algo binary_search step 9900: {'return': 0.948974609375, 'score': 0.948974609375, 'examples_seen': 760767, 'step': 9900, 'algorithm': 'binary_search'}
I0716 13:11:38.294462 138795964425728 run.py:722] (val) algo binary_search step 9950: {'return': 0.862548828125, 'score': 0.862548828125, 'examples_seen': 764588, 'step': 9950, 'algorithm': 'binary_search'}
