{'in_mst': 0.3429852419204184, 'score': 0.3429852419204184, 'examples_seen': 173, 'step': 0, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6374946374946374, 'score': 0.6374946374946374, 'examples_seen': 4391, 'step': 50, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.49124668435013263, 'score': 0.49124668435013263, 'examples_seen': 8479, 'step': 100, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.5226480836236934, 'score': 0.5226480836236934, 'examples_seen': 12607, 'step': 150, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.596056338028169, 'score': 0.596056338028169, 'examples_seen': 16654, 'step': 200, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.5185643564356435, 'score': 0.5185643564356435, 'examples_seen': 20657, 'step': 250, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6476085761407367, 'score': 0.6476085761407367, 'examples_seen': 24913, 'step': 300, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.5591511936339524, 'score': 0.5591511936339524, 'examples_seen': 29115, 'step': 350, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.572027239392352, 'score': 0.572027239392352, 'examples_seen': 33291, 'step': 400, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6523163313055685, 'score': 0.6523163313055685, 'examples_seen': 37323, 'step': 450, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6279271465741544, 'score': 0.6279271465741544, 'examples_seen': 41441, 'step': 500, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.5919075144508671, 'score': 0.5919075144508671, 'examples_seen': 45561, 'step': 550, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6262135922330097, 'score': 0.6262135922330097, 'examples_seen': 49670, 'step': 600, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6389925373134329, 'score': 0.6389925373134329, 'examples_seen': 53982, 'step': 650, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6778523489932886, 'score': 0.6778523489932886, 'examples_seen': 58197, 'step': 700, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6355455568053994, 'score': 0.6355455568053994, 'examples_seen': 62281, 'step': 750, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6411012782694199, 'score': 0.6411012782694199, 'examples_seen': 66331, 'step': 800, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6364922206506365, 'score': 0.6364922206506365, 'examples_seen': 70296, 'step': 850, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6464737793851718, 'score': 0.6464737793851718, 'examples_seen': 74389, 'step': 900, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6592556790720154, 'score': 0.6592556790720154, 'examples_seen': 78478, 'step': 950, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6493506493506495, 'score': 0.6493506493506495, 'examples_seen': 82731, 'step': 1000, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.5596276905177429, 'score': 0.5596276905177429, 'examples_seen': 86984, 'step': 1050, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6162221012520414, 'score': 0.6162221012520414, 'examples_seen': 91118, 'step': 1100, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7099447513812155, 'score': 0.7099447513812155, 'examples_seen': 95345, 'step': 1150, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6723404255319148, 'score': 0.6723404255319148, 'examples_seen': 99323, 'step': 1200, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7056585829766999, 'score': 0.7056585829766999, 'examples_seen': 103404, 'step': 1250, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7201152184349497, 'score': 0.7201152184349497, 'examples_seen': 107531, 'step': 1300, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7204666990763248, 'score': 0.7204666990763248, 'examples_seen': 111837, 'step': 1350, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6865530303030303, 'score': 0.6865530303030303, 'examples_seen': 116034, 'step': 1400, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7165605095541402, 'score': 0.7165605095541402, 'examples_seen': 120162, 'step': 1450, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6578108395324123, 'score': 0.6578108395324123, 'examples_seen': 124318, 'step': 1500, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7277332207682566, 'score': 0.7277332207682566, 'examples_seen': 128428, 'step': 1550, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6303418803418803, 'score': 0.6303418803418803, 'examples_seen': 132489, 'step': 1600, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.661620658949243, 'score': 0.661620658949243, 'examples_seen': 136542, 'step': 1650, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6982124079915878, 'score': 0.6982124079915878, 'examples_seen': 140866, 'step': 1700, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7158006362672323, 'score': 0.7158006362672323, 'examples_seen': 145068, 'step': 1750, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7022900763358779, 'score': 0.7022900763358779, 'examples_seen': 149195, 'step': 1800, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7365269461077845, 'score': 0.7365269461077845, 'examples_seen': 153304, 'step': 1850, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6742763962494904, 'score': 0.6742763962494904, 'examples_seen': 157443, 'step': 1900, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7576285963382737, 'score': 0.7576285963382737, 'examples_seen': 161536, 'step': 1950, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7179015186378278, 'score': 0.7179015186378278, 'examples_seen': 165531, 'step': 2000, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6993865030674845, 'score': 0.6993865030674845, 'examples_seen': 169840, 'step': 2050, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7607427055702918, 'score': 0.7607427055702918, 'examples_seen': 174082, 'step': 2100, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7472100921882581, 'score': 0.7472100921882581, 'examples_seen': 178221, 'step': 2150, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7144203581526862, 'score': 0.7144203581526862, 'examples_seen': 182316, 'step': 2200, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7439613526570048, 'score': 0.7439613526570048, 'examples_seen': 186367, 'step': 2250, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7623674911660778, 'score': 0.7623674911660778, 'examples_seen': 190412, 'step': 2300, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.6709148839326354, 'score': 0.6709148839326354, 'examples_seen': 194466, 'step': 2350, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7586547972304648, 'score': 0.7586547972304648, 'examples_seen': 198751, 'step': 2400, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7208700155359917, 'score': 0.7208700155359917, 'examples_seen': 202922, 'step': 2450, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7984144960362402, 'score': 0.7984144960362402, 'examples_seen': 207050, 'step': 2500, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7885304659498208, 'score': 0.7885304659498208, 'examples_seen': 211121, 'step': 2550, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.7743012098456403, 'score': 0.7743012098456403, 'examples_seen': 215141, 'step': 2600, 'algorithm': 'mst_kruskal'}
{'in_mst': 0.8082474226804124, 'score': 0.8082474226804124, 'examples_seen': 219120, 'step': 2650, 'algorithm': 'mst_kruskal'}
