I0716 01:14:33.772087 134993160320512 run.py:722] (val) algo quickselect step 7100: {'median': 0.249267578125, 'score': 0.249267578125, 'examples_seen': 229450, 'step': 7100, 'algorithm': 'quickselect'}
I0716 01:14:42.676287 134993160320512 run.py:722] (val) algo quickselect step 7150: {'median': 0.173583984375, 'score': 0.173583984375, 'examples_seen': 231046, 'step': 7150, 'algorithm': 'quickselect'}
I0716 01:14:51.571789 134993160320512 run.py:722] (val) algo quickselect step 7200: {'median': 0.127197265625, 'score': 0.127197265625, 'examples_seen': 232652, 'step': 7200, 'algorithm': 'quickselect'}
I0716 01:15:00.446501 134993160320512 run.py:722] (val) algo quickselect step 7250: {'median': 0.176513671875, 'score': 0.176513671875, 'examples_seen': 234226, 'step': 7250, 'algorithm': 'quickselect'}
I0716 01:15:09.307025 134993160320512 run.py:722] (val) algo quickselect step 7300: {'median': 0.162353515625, 'score': 0.162353515625, 'examples_seen': 235894, 'step': 7300, 'algorithm': 'quickselect'}
I0716 01:15:18.205135 134993160320512 run.py:722] (val) algo quickselect step 7350: {'median': 0.2744140625, 'score': 0.2744140625, 'examples_seen': 237531, 'step': 7350, 'algorithm': 'quickselect'}
I0716 01:15:27.069476 134993160320512 run.py:722] (val) algo quickselect step 7400: {'median': 0.16064453125, 'score': 0.16064453125, 'examples_seen': 239131, 'step': 7400, 'algorithm': 'quickselect'}
I0716 01:15:35.920476 134993160320512 run.py:722] (val) algo quickselect step 7450: {'median': 0.1474609375, 'score': 0.1474609375, 'examples_seen': 240724, 'step': 7450, 'algorithm': 'quickselect'}
I0716 01:15:44.704045 134993160320512 run.py:722] (val) algo quickselect step 7500: {'median': 0.248291015625, 'score': 0.248291015625, 'examples_seen': 242301, 'step': 7500, 'algorithm': 'quickselect'}
I0716 01:15:53.642153 134993160320512 run.py:722] (val) algo quickselect step 7550: {'median': 0.204345703125, 'score': 0.204345703125, 'examples_seen': 243893, 'step': 7550, 'algorithm': 'quickselect'}
I0716 01:16:02.485628 134993160320512 run.py:722] (val) algo quickselect step 7600: {'median': 0.196044921875, 'score': 0.196044921875, 'examples_seen': 245478, 'step': 7600, 'algorithm': 'quickselect'}
I0716 01:16:11.431856 134993160320512 run.py:722] (val) algo quickselect step 7650: {'median': 0.178466796875, 'score': 0.178466796875, 'examples_seen': 247169, 'step': 7650, 'algorithm': 'quickselect'}
I0716 01:16:20.307026 134993160320512 run.py:722] (val) algo quickselect step 7700: {'median': 0.1767578125, 'score': 0.1767578125, 'examples_seen': 248817, 'step': 7700, 'algorithm': 'quickselect'}
I0716 01:16:29.162534 134993160320512 run.py:722] (val) algo quickselect step 7750: {'median': 0.25830078125, 'score': 0.25830078125, 'examples_seen': 250443, 'step': 7750, 'algorithm': 'quickselect'}
I0716 01:16:38.015868 134993160320512 run.py:722] (val) algo quickselect step 7800: {'median': 0.127685546875, 'score': 0.127685546875, 'examples_seen': 252043, 'step': 7800, 'algorithm': 'quickselect'}
I0716 01:16:46.854026 134993160320512 run.py:722] (val) algo quickselect step 7850: {'median': 0.105712890625, 'score': 0.105712890625, 'examples_seen': 253616, 'step': 7850, 'algorithm': 'quickselect'}
I0716 01:16:55.728073 134993160320512 run.py:722] (val) algo quickselect step 7900: {'median': 0.284423828125, 'score': 0.284423828125, 'examples_seen': 255202, 'step': 7900, 'algorithm': 'quickselect'}
I0716 01:17:04.639546 134993160320512 run.py:722] (val) algo quickselect step 7950: {'median': 0.194580078125, 'score': 0.194580078125, 'examples_seen': 256806, 'step': 7950, 'algorithm': 'quickselect'}
I0716 01:17:13.560344 134993160320512 run.py:722] (val) algo quickselect step 8000: {'median': 0.18359375, 'score': 0.18359375, 'examples_seen': 258486, 'step': 8000, 'algorithm': 'quickselect'}
I0716 01:17:22.443282 134993160320512 run.py:722] (val) algo quickselect step 8050: {'median': 0.072509765625, 'score': 0.072509765625, 'examples_seen': 260113, 'step': 8050, 'algorithm': 'quickselect'}
I0716 01:17:31.317605 134993160320512 run.py:722] (val) algo quickselect step 8100: {'median': 0.13671875, 'score': 0.13671875, 'examples_seen': 261722, 'step': 8100, 'algorithm': 'quickselect'}
I0716 01:17:40.144848 134993160320512 run.py:722] (val) algo quickselect step 8150: {'median': 0.11572265625, 'score': 0.11572265625, 'examples_seen': 263319, 'step': 8150, 'algorithm': 'quickselect'}
I0716 01:17:49.061951 134993160320512 run.py:722] (val) algo quickselect step 8200: {'median': 0.1005859375, 'score': 0.1005859375, 'examples_seen': 264916, 'step': 8200, 'algorithm': 'quickselect'}
I0716 01:17:57.951086 134993160320512 run.py:722] (val) algo quickselect step 8250: {'median': 0.126220703125, 'score': 0.126220703125, 'examples_seen': 266510, 'step': 8250, 'algorithm': 'quickselect'}
I0716 01:18:06.894065 134993160320512 run.py:722] (val) algo quickselect step 8300: {'median': 0.1015625, 'score': 0.1015625, 'examples_seen': 268103, 'step': 8300, 'algorithm': 'quickselect'}
I0716 01:18:15.751994 134993160320512 run.py:722] (val) algo quickselect step 8350: {'median': 0.115478515625, 'score': 0.115478515625, 'examples_seen': 269787, 'step': 8350, 'algorithm': 'quickselect'}
I0716 01:18:24.640890 134993160320512 run.py:722] (val) algo quickselect step 8400: {'median': 0.16796875, 'score': 0.16796875, 'examples_seen': 271438, 'step': 8400, 'algorithm': 'quickselect'}
I0716 01:18:33.528927 134993160320512 run.py:722] (val) algo quickselect step 8450: {'median': 0.112060546875, 'score': 0.112060546875, 'examples_seen': 273037, 'step': 8450, 'algorithm': 'quickselect'}
I0716 01:18:42.454944 134993160320512 run.py:722] (val) algo quickselect step 8500: {'median': 0.122314453125, 'score': 0.122314453125, 'examples_seen': 274658, 'step': 8500, 'algorithm': 'quickselect'}
I0716 01:18:51.288626 134993160320512 run.py:722] (val) algo quickselect step 8550: {'median': 0.1728515625, 'score': 0.1728515625, 'examples_seen': 276254, 'step': 8550, 'algorithm': 'quickselect'}
I0716 01:19:00.197208 134993160320512 run.py:722] (val) algo quickselect step 8600: {'median': 0.18505859375, 'score': 0.18505859375, 'examples_seen': 277855, 'step': 8600, 'algorithm': 'quickselect'}
I0716 01:19:09.138383 134993160320512 run.py:722] (val) algo quickselect step 8650: {'median': 0.106689453125, 'score': 0.106689453125, 'examples_seen': 279434, 'step': 8650, 'algorithm': 'quickselect'}
I0716 01:19:18.026501 134993160320512 run.py:722] (val) algo quickselect step 8700: {'median': 0.163330078125, 'score': 0.163330078125, 'examples_seen': 281121, 'step': 8700, 'algorithm': 'quickselect'}
I0716 01:19:26.904970 134993160320512 run.py:722] (val) algo quickselect step 8750: {'median': 0.197998046875, 'score': 0.197998046875, 'examples_seen': 282741, 'step': 8750, 'algorithm': 'quickselect'}
I0716 01:19:35.816152 134993160320512 run.py:722] (val) algo quickselect step 8800: {'median': 0.130615234375, 'score': 0.130615234375, 'examples_seen': 284348, 'step': 8800, 'algorithm': 'quickselect'}
I0716 01:19:44.682408 134993160320512 run.py:722] (val) algo quickselect step 8850: {'median': 0.213623046875, 'score': 0.213623046875, 'examples_seen': 285958, 'step': 8850, 'algorithm': 'quickselect'}
I0716 01:19:53.543277 134993160320512 run.py:722] (val) algo quickselect step 8900: {'median': 0.16455078125, 'score': 0.16455078125, 'examples_seen': 287546, 'step': 8900, 'algorithm': 'quickselect'}
I0716 01:20:02.390751 134993160320512 run.py:722] (val) algo quickselect step 8950: {'median': 0.10498046875, 'score': 0.10498046875, 'examples_seen': 289137, 'step': 8950, 'algorithm': 'quickselect'}
I0716 01:20:11.254819 134993160320512 run.py:722] (val) algo quickselect step 9000: {'median': 0.093017578125, 'score': 0.093017578125, 'examples_seen': 290728, 'step': 9000, 'algorithm': 'quickselect'}
I0716 01:20:20.136854 134993160320512 run.py:722] (val) algo quickselect step 9050: {'median': 0.14599609375, 'score': 0.14599609375, 'examples_seen': 292431, 'step': 9050, 'algorithm': 'quickselect'}
I0716 01:20:29.031178 134993160320512 run.py:722] (val) algo quickselect step 9100: {'median': 0.113037109375, 'score': 0.113037109375, 'examples_seen': 294069, 'step': 9100, 'algorithm': 'quickselect'}
I0716 01:20:37.879683 134993160320512 run.py:722] (val) algo quickselect step 9150: {'median': 0.12158203125, 'score': 0.12158203125, 'examples_seen': 295667, 'step': 9150, 'algorithm': 'quickselect'}
I0716 01:20:46.797796 134993160320512 run.py:722] (val) algo quickselect step 9200: {'median': 0.18896484375, 'score': 0.18896484375, 'examples_seen': 297284, 'step': 9200, 'algorithm': 'quickselect'}
I0716 01:20:55.878858 134993160320512 run.py:722] (val) algo quickselect step 9250: {'median': 0.1259765625, 'score': 0.1259765625, 'examples_seen': 298888, 'step': 9250, 'algorithm': 'quickselect'}
I0716 01:21:04.733066 134993160320512 run.py:722] (val) algo quickselect step 9300: {'median': 0.190185546875, 'score': 0.190185546875, 'examples_seen': 300484, 'step': 9300, 'algorithm': 'quickselect'}
I0716 01:21:13.618109 134993160320512 run.py:722] (val) algo quickselect step 9350: {'median': 0.24267578125, 'score': 0.24267578125, 'examples_seen': 302085, 'step': 9350, 'algorithm': 'quickselect'}
I0716 01:21:22.563648 134993160320512 run.py:722] (val) algo quickselect step 9400: {'median': 0.14697265625, 'score': 0.14697265625, 'examples_seen': 303777, 'step': 9400, 'algorithm': 'quickselect'}
I0716 01:21:31.469043 134993160320512 run.py:722] (val) algo quickselect step 9450: {'median': 0.0830078125, 'score': 0.0830078125, 'examples_seen': 305410, 'step': 9450, 'algorithm': 'quickselect'}
I0716 01:21:40.322741 134993160320512 run.py:722] (val) algo quickselect step 9500: {'median': 0.1533203125, 'score': 0.1533203125, 'examples_seen': 307022, 'step': 9500, 'algorithm': 'quickselect'}
I0716 01:21:49.198219 134993160320512 run.py:722] (val) algo quickselect step 9550: {'median': 0.11865234375, 'score': 0.11865234375, 'examples_seen': 308634, 'step': 9550, 'algorithm': 'quickselect'}
I0716 01:21:58.123096 134993160320512 run.py:722] (val) algo quickselect step 9600: {'median': 0.09521484375, 'score': 0.09521484375, 'examples_seen': 310214, 'step': 9600, 'algorithm': 'quickselect'}
I0716 01:22:06.997641 134993160320512 run.py:722] (val) algo quickselect step 9650: {'median': 0.1396484375, 'score': 0.1396484375, 'examples_seen': 311822, 'step': 9650, 'algorithm': 'quickselect'}
I0716 01:22:15.877896 134993160320512 run.py:722] (val) algo quickselect step 9700: {'median': 0.116455078125, 'score': 0.116455078125, 'examples_seen': 313408, 'step': 9700, 'algorithm': 'quickselect'}
I0716 01:22:24.750457 134993160320512 run.py:722] (val) algo quickselect step 9750: {'median': 0.10595703125, 'score': 0.10595703125, 'examples_seen': 315087, 'step': 9750, 'algorithm': 'quickselect'}
I0716 01:22:33.610215 134993160320512 run.py:722] (val) algo quickselect step 9800: {'median': 0.081298828125, 'score': 0.081298828125, 'examples_seen': 316722, 'step': 9800, 'algorithm': 'quickselect'}
I0716 01:22:42.447723 134993160320512 run.py:722] (val) algo quickselect step 9850: {'median': 0.097412109375, 'score': 0.097412109375, 'examples_seen': 318323, 'step': 9850, 'algorithm': 'quickselect'}
I0716 01:22:51.347329 134993160320512 run.py:722] (val) algo quickselect step 9900: {'median': 0.1689453125, 'score': 0.1689453125, 'examples_seen': 319940, 'step': 9900, 'algorithm': 'quickselect'}
I0716 01:23:00.239047 134993160320512 run.py:722] (val) algo quickselect step 9950: {'median': 0.1640625, 'score': 0.1640625, 'examples_seen': 321518, 'step': 9950, 'algorithm': 'quickselect'}
I0716 01:23:01.492537 134993160320512 run.py:752] Restoring best model from checkpoint...
I0716 01:26:13.305345 134993160320512 run.py:767] (test) algo quickselect : {'median': 0.021484375, 'score': 0.021484375, 'examples_seen': 323100, 'step': 10000, 'algorithm': 'quickselect'}
I0716 01:26:13.305598 134993160320512 run.py:769] Done!
